BusinessName,DBAName,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Location
Vino Volo,,Active,FS,Eating & Drinking,05/23/2013 11:27:18 AM,+10000000000,"(42.364539, -71.021817)"
Vintage Lounge,,Active,FS,Eating & Drinking,07/17/2007 12:43:24 PM,+16177952279,"(42.35769, -71.05302)"
VITO'S,,Active,FS,Eating & Drinking,05/26/2011 01:28:42 PM,+16178944462,"(42.363196, -71.056279)"
Viva Burrito,Viva Burrito Boston Inc.,Active,FT,Eating & Drinking w/ Take Out,08/31/2007 08:28:38 AM,+16175236390,"(42.362733, -71.06423)"
VIVA MI AREPA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:12 PM,+10003237844,"(42.261378, -71.157279)"
Vlora,,Active,FS,Eating & Drinking,05/03/2007 10:22:41 AM,+16178691390,"(42.35078, -71.07581)"
VOLLE NOLLE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:34 PM,+16175230003,"(42.36455, -71.05348)"
W Boston Banquet Rooms & Kitchen,,Active,FS,Eating & Drinking,08/21/2009 10:25:03 AM,+16172618700,"(42.350916, -71.065256)"
W Boston Library Bar,,Active,FS,Eating & Drinking,08/21/2009 10:40:23 AM,+16172618700,"(42.350916, -71.065256)"
W Boston Market by Jean George & Emp.Caf.,,Active,FS,Eating & Drinking,08/21/2009 09:41:45 AM,+16172618700,"(42.350916, -71.065256)"
WAI WAI ICE CREAM SHOP,,Active,FS,Eating & Drinking,03/01/2007 12:59:14 PM,+16173389833,"(42.35168, -71.06027)"
Walgreens,,Active,FT,Eating & Drinking w/ Take Out,10/01/2012 01:44:27 PM,+13155668028,"(42.357327, -71.058968)"
WALLY'S,,Active,FS,Eating & Drinking,12/07/2006 01:34:07 PM,+16174241408,"(42.34068, -71.08229)"
Ward 8,,Active,FS,Eating & Drinking,06/11/2013 09:18:48 AM,+16177853046,"(42.36541, -71.05867)"
Warehouse Bar & Grille,,Active,FS,Eating & Drinking,07/10/2012 09:47:05 AM,+16175996294,"(42.35839, -71.05395)"
WARREN TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:36:40 PM,+16172418142,"(42.37419, -71.06311)"
WATERFRONT CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:35:31 PM,+16175234055,"(42.36732, -71.05335)"
WBZ Cafe,,Active,FS,Eating & Drinking,05/30/2008 10:21:51 AM,+16177877088,"(42.36486, -71.13337)"
WENDY'S OLD FASHIONED HAMBURE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:17 PM,+16785146755,"(42.35412, -71.05898)"
WENDY'S OLD FASHIONED HAMBURERS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:17 PM,+16785146755,"(42.350736, -71.076005)"
WEST END HOUSE/BOYS-GIRLS CLUB,,Active,FS,Eating & Drinking,12/07/2006 01:35:10 PM,+16177833135,"(42.349897, -71.137178)"
WEST GARDEN CHINESE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:36 PM,+16174692288,"(42.28548, -71.15573)"
West Napoli Pizza,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:14 PM,+16173257909,"(42.28358, -71.15676)"
WESTBURY RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:34:21 PM,+16174698186,"(42.286422, -71.15394)"
Westin Copley Place Ingredients,,Active,FT,Eating & Drinking w/ Take Out,05/08/2013 02:39:15 PM,+16172629600,"(42.348545, -71.077314)"
Whiskey's Steakhouse & Saloon,,Active,FS,Eating & Drinking,12/07/2006 01:34:36 PM,+16172470590,"(42.348617, -71.083619)"
WHITE HORSE TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:34:57 PM,+16172546633,"(42.352592, -71.1306)"
WHOLE FOODS MARKET,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:25 PM,+16174925500,"(42.343689, -71.086548)"
WHOLE FOODS MARKET(Cambridge St.),,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:25 PM,+16174925500,"(42.362108, -71.065981)"
WICH ! T,,Active,FT,Eating & Drinking w/ Take Out,08/09/2012 10:11:27 AM,+10000000000,"(42.34941, -71.0824)"
WILD GREENS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:24 PM,+16174347317,"(42.35477, -71.05613)"
William's Tavern,,Active,FS,Eating & Drinking,12/07/2006 01:33:50 PM,+16172699646,"(42.342773, -71.054661)"
WINDY CITY AT ADAMS VILLAGE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:34 PM,+16172656666,"(42.282928, -71.055559)"
Wing's Kitchen,,Active,FT,Eating & Drinking w/ Take Out,04/29/2010 10:17:48 AM,+16173382218,"(42.35052, -71.06031)"
Wings Over Boston,,Active,FS,Eating & Drinking,06/07/2012 11:23:22 AM,+16172669464,"(42.34094, -71.08811)"
Wingz Xpress,,Active,FT,Eating & Drinking w/ Take Out,04/02/2012 08:30:09 AM,+16177839464,"(42.34991, -71.1643)"
Winsor DimSum Cafe,,Active,FS,Eating & Drinking,12/31/2007 08:35:31 AM,+16173381688,"(42.35098, -71.06046)"
Wired Puppy,,Active,FT,Eating & Drinking w/ Take Out,11/12/2009 08:29:43 AM,+15082371852,"(42.34935, -71.0826)"
Wok 'N Talk,,Active,FS,Eating & Drinking,10/28/2010 10:00:26 AM,+18579916882,"(42.331462, -71.112153)"
WONDER SPICE CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:35:13 PM,+16170000000,"(42.31179, -71.11453)"
WONGS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:59 PM,+10004829069,"(42.35583, -71.0604)"
WOODY'S GRILL & TAP,,Active,FS,Eating & Drinking,12/07/2006 01:34:51 PM,+16173759663,"(42.344797, -71.089441)"
Wyndham Boston Beacon Hill-The Dean's List,,Active,FS,Eating & Drinking,10/10/2012 08:59:59 AM,+16177427630,"(42.36185, -71.06661)"
YADA YADA BAKERY CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:18 PM,+16174519232,"(42.35191, -71.04839)"
Yale Appliance & Lighting,,Active,FS,Eating & Drinking,03/02/2010 09:29:06 AM,+16178226170,"(42.302654, -71.051559)"
Yamato Japanese Cuisine,,Active,FS,Eating & Drinking,01/20/2011 08:39:28 AM,+16177878881,"(42.340679, -71.151644)"
Yanes Burrito's,,Active,FT,Eating & Drinking w/ Take Out,12/11/2008 09:37:21 AM,+16175223813,"(42.30628, -71.10743)"
YANET RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:36:30 PM,+16172881660,"(42.318042, -71.066978)"
YAN'S CHINA STAR,,Active,FT,Eating & Drinking w/ Take Out,06/05/2013 09:46:34 AM,+19176695528,"(42.344269, -71.065308)"
Yard House,,Active,FS,Eating & Drinking,08/12/2011 10:32:56 AM,+19497270959,"(42.34533, -71.10015)"
"YAWKEY CENTER ""COFFEE SOUTH""",,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:08 PM,+16177262442,"(42.362202, -71.068988)"
YAWKEY CLUB OF ROXBURY,,Active,FS,Eating & Drinking,01/11/2007 10:32:24 AM,+10000000000,"(42.32679, -71.0838)"
Yely's Coffee Shop,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:40 PM,+16175229988,"(42.32277, -71.10204)"
YONG KONG,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:08 PM,+16176699127,"(42.322754, -71.103059)"
YUM MEE GARDEN,,Active,FT,Eating & Drinking w/ Take Out,04/11/2007 10:31:58 AM,+16172547654,"(42.34195, -71.07587)"
Yummy Yummy,,Active,FT,Eating & Drinking w/ Take Out,11/21/2007 08:18:26 AM,+16179838811,"(42.32937, -71.08446)"
Zaz Restaurant,,Active,FS,Eating & Drinking,09/05/2012 10:03:01 AM,+16172723083,"(42.255789, -71.122989)"
Zen Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:36:18 PM,+16173252960,"(42.3582, -71.06238)"
ZESTO'S PIZZA,,Active,FT,Eating & Drinking w/ Take Out,04/28/2011 08:54:10 AM,+16175242004,"(42.31935, -71.11154)"
Zo,,Active,FT,Eating & Drinking w/ Take Out,12/16/2011 09:44:46 AM,+16179016017,"(42.359232, -71.05532)"
Zocalo Cocina Mexicana,,Active,FS,Eating & Drinking,05/18/2007 03:04:22 PM,+16174567849,"(42.34851, -71.07325)"
Zume's Coffee House,,Active,FT,Eating & Drinking w/ Take Out,07/07/2007 12:23:40 PM,+16172420038,"(42.37654, -71.065421)"
Chef Chang's on Back Bay,,Active,FS,Eating & Drinking,07/16/2014 10:23:59 AM,+17818886896,"(42.35037, -71.08902)"
Hei La Moon Restaurant,,Active,FS,Eating & Drinking,06/13/2014 09:29:30 AM,+16173388813,"(42.351328, -71.059821)"
King of Wings,,Active,FT,Eating & Drinking w/ Take Out,07/09/2014 10:21:19 AM,+17816322705,"(42.321235, -71.077701)"
Bagelville West Roxbury,,Active,FT,Eating & Drinking w/ Take Out,10/31/2013 10:07:15 AM,+16173639100,"(42.26502, -71.16767)"
Bastille Kitchen,,Active,FS,Eating & Drinking,01/07/2013 10:32:40 AM,+16175568000,"(42.34942, -71.05038)"
Red Mango(334 Mass. Ave.),,Active,FT,Eating & Drinking w/ Take Out,06/13/2014 08:08:59 AM,+18573664116,"(42.34261, -71.084169)"
SCOLA'S CAFE,,Active,FS,Eating & Drinking,06/13/2014 01:32:14 PM,+16174780408,"(42.3439, -71.02251)"
Pret A Manger,,Active,FT,Eating & Drinking w/ Take Out,03/20/2014 11:24:43 AM,+10000000000,"(42.353493, -71.055829)"
HABANERO MEXICAN GRILL  INC.,,Active,FT,Eating & Drinking w/ Take Out,07/16/2014 10:08:44 AM,+16172540299,"(42.352901, -71.13284)"
Brick House Pizza & Grille,,Active,FS,Eating & Drinking,07/16/2014 09:41:40 AM,+16177895559,"(42.347878, -71.149719)"
The Causeway,,Active,FS,Eating & Drinking,04/30/2013 12:39:20 PM,+16174615145,"(42.364444, -71.062676)"
Just Add Cooking,,Active,FS,Eating & Drinking,05/08/2014 11:14:07 AM,+16172752507,"(42.313161, -71.074241)"
Starbucks Coffee #22566,,Active,FT,Eating & Drinking w/ Take Out,03/18/2014 09:06:50 AM,+10000000000,"(42.353557, -71.046142)"
B. Good Burger,,Active,FS,Eating & Drinking,02/25/2014 10:31:11 AM,+10000000000,"(42.34999, -71.07875)"
Chilipa Restaurant,,Active,FT,Eating & Drinking w/ Take Out,07/28/2014 01:17:34 PM,+16179870118,"(42.352383, -71.1253)"
Fairouz Restaurant,,Active,FS,Eating & Drinking,07/24/2014 11:13:14 AM,+16174690000,"(42.25931, -71.1589)"
Root,,Active,FS,Eating & Drinking,07/10/2014 01:42:39 PM,+16172086091,"(42.353821, -71.137278)"
The Gallows,,Active,FS,Eating & Drinking,05/28/2010 01:05:13 PM,+16174250200,"(42.34137, -71.070211)"
Sushi Station,,Active,FS,Eating & Drinking,07/25/2014 09:15:28 AM,+16177380888,"(42.33293, -71.1017)"
Another Cup? Coffee House,,Active,FS,Eating & Drinking,03/15/2012 12:55:53 PM,+10000000000,"(42.348583, -71.062975)"
Zest Mediterranean Grill,,Active,FS,Eating & Drinking,07/11/2014 09:31:49 AM,+16175292129,"(42.346932, -71.08797)"
SODEXO/JAZZMAN,,Active,FT,Eating & Drinking w/ Take Out,03/02/2007 01:16:41 PM,+10000000000,"(42.352886, -71.058695)"
Caffe Bene,,Active,FS,Eating & Drinking,01/28/2014 09:07:51 AM,+17188082660,"(42.34224, -71.08468)"
Chili Hotpot,,Active,FS,Eating & Drinking,08/15/2014 09:43:58 AM,+12159642271,"(42.30188, -71.060209)"
Chez Tata Restaurant,,Active,FS,Eating & Drinking,08/15/2014 09:53:11 AM,+16173266929,"(42.296218, -71.08718)"
Seoul,,Active,FS,Eating & Drinking,12/07/2006 01:36:08 PM,+10009736680,"(42.360978, -71.064668)"
Cafe Madeleine,,Active,FT,Eating & Drinking w/ Take Out,01/17/2014 12:21:08 PM,+17023544743,"(42.34222, -71.08014)"
Pret-A-Manger,,Active,FS,Eating & Drinking,01/09/2014 09:59:21 AM,+10000000000,"(42.355, -71.0587)"
DOMINO'S PIZZA (277 MAIN ST. CHASN.),,Active,FT,Eating & Drinking w/ Take Out,07/31/2012 09:33:01 AM,+19786974396,"(42.37749, -71.06668)"
Domino's Pizza,,Active,FT,Eating & Drinking w/ Take Out,04/30/2013 09:58:13 AM,+19786974396,"(42.29232, -71.12155)"
Prieto El Rey De Las Empanadas,,Active,FT,Eating & Drinking w/ Take Out,07/17/2014 03:03:19 PM,+16174273331,"(42.31273, -71.089595)"
InBoston,,Active,FS,Eating & Drinking,06/08/2014 03:54:13 PM,+19788663663,"(42.34583, -71.08737)"
Sarkar International Inc.,,Active,FS,Eating & Drinking,04/02/2014 02:08:14 PM,+19784305737,"(42.34589, -71.08739)"
M/V MAJESTY,,Active,FS,Eating & Drinking,06/06/2014 03:16:35 PM,+16172274321,"(42.360005, -71.051226)"
JIMMY JOHN'S,,Active,FT,Eating & Drinking w/ Take Out,05/02/2014 10:07:46 AM,+16512912323,"(42.344756, -71.043343)"
CHART HOUSE,,Active,FS,Eating & Drinking,12/07/2006 01:35:41 PM,+19789229266,"(42.360178, -71.049411)"
The Landing,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:16 PM,+16172274321,"(42.36014, -71.050295)"
Sate Asian Grill - Roxbury,,Active,FT,Eating & Drinking w/ Take Out,08/27/2014 09:43:02 AM,+16173089615,"(42.329343, -71.095804)"
Orange Leaf,,Active,FS,Eating & Drinking,05/12/2014 10:51:26 AM,+10000000000,"(42.355314, -71.062825)"
Pret A Manger,,Active,FT,Eating & Drinking w/ Take Out,08/23/2012 01:47:05 PM,+10000000000,"(42.351285, -71.07467)"
Noodle Barn,,Active,FS,Eating & Drinking,09/17/2014 01:03:33 PM,+16175222299,"(42.311433, -71.114661)"
Oliveiros Restaurant,,Active,FS,Eating & Drinking,06/04/2014 08:50:49 AM,+10000000000,"(42.375177, -71.0386)"
Dunkin Donuts,,Active,FT,Eating & Drinking w/ Take Out,07/24/2008 08:33:57 AM,+17813311599,"(42.349573, -71.147979)"
Deria Express Cafe,,Active,FS,Eating & Drinking,07/17/2014 08:38:55 AM,+16174422287,"(42.330446, -71.08203)"
Pino's Pizza House,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:51 PM,+16175666468,"(42.336527, -71.149151)"
The Real Deal(1936 Beacon St.),,Active,FT,Eating & Drinking w/ Take Out,11/16/2012 02:40:49 PM,+16175154336,"(42.336353, -71.149931)"
Chipotle Mexican Grill,,Active,FS,Eating & Drinking,07/10/2007 11:27:56 AM,+13032225994,"(42.336455, -71.149569)"
BRIGHTON HOUSE OF PIZZA,,Active,FT,Eating & Drinking w/ Take Out,09/26/2014 09:16:08 AM,+16172540938,"(42.355172, -71.149372)"
Down Home Delivery & Catering,,Active,FT,Eating & Drinking w/ Take Out,10/01/2010 09:31:58 AM,+16172880813,"(42.29962, -71.07332)"
Centerplate @ ORPHEUM THEATRE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:21 PM,+18642482011,"(42.356225, -71.060994)"
Blue Smoke Restaurant,,Active,FT,Eating & Drinking w/ Take Out,09/19/2014 02:21:55 PM,+16174360000,"(42.285528, -71.090708)"
Woodys Pizza,,Active,FT,Eating & Drinking w/ Take Out,10/27/2011 10:11:55 AM,+16175677345,"(42.38599, -71.00526)"
Cafe 24,,Active,FT,Eating & Drinking w/ Take Out,08/18/2014 12:46:19 PM,+16177472712,"(42.34589, -71.09007)"
RESTAURANT CLIO,,Active,FS,Eating & Drinking,12/07/2006 01:34:52 PM,+16179695080,"(42.34859, -71.08869)"
AFC Sushi @ Berklee Sch. of Music,,Active,FT,Eating & Drinking w/ Take Out,10/06/2014 02:44:01 PM,+16177472510,"(42.348238, -71.08505)"
IL MONDO,,Active,FT,Eating & Drinking w/ Take Out,06/22/2009 10:26:03 AM,+16173359833,"(42.334854, -71.102439)"
Ugi's Pizza,,Active,FT,Eating & Drinking w/ Take Out,01/04/2010 10:49:59 AM,+16177194478,"(42.32657, -71.1005)"
Pret A Manger,,Active,FS,Eating & Drinking,06/10/2014 11:21:53 AM,+10000000000,"(42.358456, -71.057646)"
Chatime,,Active,FS,Eating & Drinking,05/21/2014 03:13:36 PM,+16177174928,"(42.35052, -71.059999)"
Subway,,Active,FS,Eating & Drinking,08/04/2014 11:09:39 AM,+14012864870,"(42.293573, -71.047878)"
Tikki Masala Indian Restaurant,,Active,FS,Eating & Drinking,05/27/2014 09:25:42 AM,+10000000000,"(42.30036, -71.11297)"
Mast' Restaurant,,Active,FS,Eating & Drinking,10/24/2013 01:58:57 PM,+10000000000,"(42.357037, -71.06017)"
Sabroso Taqueria,,Active,FT,Eating & Drinking w/ Take Out,10/23/2014 11:00:42 AM,+16179016017,"(42.357262, -71.054578)"
CENTRE STREET CAFE,,Active,FS,Eating & Drinking,06/06/2014 10:24:31 AM,+18577199294,"(42.312503, -71.11437)"
Cathedral Station,,Active,FS,Eating & Drinking,10/20/2014 01:37:45 PM,+16173386060,"(42.342794, -71.066726)"
Bright-Landry Arena Briggs Cafe,,Active,FT,Eating & Drinking w/ Take Out,10/22/2014 12:12:08 PM,+16178339087,"(42.367592, -71.125878)"
Hostelling International Boston,,Active,FS,Eating & Drinking,10/20/2014 12:25:27 PM,+16175369455,"(42.35117, -71.06359)"
Just Not Subs,,Active,FT,Eating & Drinking w/ Take Out,09/05/2013 09:27:29 AM,+16176902062,"(42.280686, -71.082955)"
Falafel King,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:06 PM,+16177709020,"(42.355863, -71.061898)"
Banh Mi House,,Active,FT,Eating & Drinking w/ Take Out,09/20/2012 10:16:24 AM,+16173317899,"(42.355863, -71.061898)"
Mojitos Night Club & Lounge,,Active,FS,Eating & Drinking,12/07/2011 01:54:35 PM,+16178340552,"(42.355863, -71.061898)"
68 Chinese Fast Food,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:53 PM,+16173382137,"(42.355863, -71.061898)"
Red Mango @ Boston Childrens,,Active,FT,Eating & Drinking w/ Take Out,10/02/2014 02:52:31 PM,+16173555539,"(42.33692, -71.10542)"
Norvias Place,,Active,FS,Eating & Drinking,05/30/2014 02:22:12 PM,+16176424262,"(42.321695, -71.092196)"
Tealosophy,,Active,FS,Eating & Drinking,04/04/2014 10:47:08 AM,+10000000000,"(42.353767, -71.137459)"
Paleo Life,,Active,FT,Eating & Drinking w/ Take Out,10/30/2014 11:34:49 AM,+18572560656,"(42.313161, -71.074241)"
Amelia's Taqueria,,Active,FT,Eating & Drinking w/ Take Out,11/07/2014 08:52:00 AM,+16172660040,"(42.341196, -71.087659)"
Icon aka Rumor,Paga Inc.,Active,FS,Eating & Drinking,12/07/2006 01:34:55 PM,+16174820930,"(42.350776, -71.066229)"
UD Kitchen,,Active,FT,Eating & Drinking w/ Take Out,11/12/2014 09:36:43 AM,+16177856791,"(42.35668, -71.05257)"
Thirst Juice Co.,,Active,FT,Eating & Drinking w/ Take Out,07/24/2014 10:44:54 AM,+10000000000,"(42.35768, -71.05965)"
Subway,,Active,FS,Eating & Drinking,11/19/2014 08:31:37 AM,+16179890453,"(42.33733, -71.08439)"
Kwik E Pizza,,Active,FT,Eating & Drinking w/ Take Out,11/19/2014 01:31:05 PM,+16175669449,"(42.333711, -71.105368)"
JIMMY JOHN'S,,Active,FT,Eating & Drinking w/ Take Out,06/16/2014 02:27:41 PM,+16512912323,"(42.34779, -71.105861)"
Chatime,,Active,FS,Eating & Drinking,05/21/2014 02:41:56 PM,+16177174928,"(42.340892, -71.088382)"
The Ice Creamsmith,,Active,FT,Eating & Drinking w/ Take Out,01/29/2014 01:29:39 PM,+16172968567,"(42.272411, -71.068217)"
ASHLEY'S BREAKFAST SHOPPE,,Active,FS,Eating & Drinking,12/07/2006 01:34:44 PM,+16174361577,"(42.30678, -71.0667)"
Metropolitan In Town Restaurant Bar,,Active,FT,Eating & Drinking w/ Take Out,05/07/2010 11:05:30 AM,+16177310600,"(42.35112, -71.07758)"
Morgan Lewis & Bockius LLP,Flik International,Active,FS,Eating & Drinking,05/15/2008 03:24:54 PM,+16179518317,"(42.3561, -71.05695)"
Nonno's,,Active,FT,Eating & Drinking w/ Take Out,11/28/2014 01:37:34 PM,+10000000000,"(42.364494, -71.061192)"
Dunkin Donuts,,Active,FT,Eating & Drinking w/ Take Out,11/13/2014 01:38:12 PM,+16177380603,"(42.33575, -71.14991)"
CHEQUERS EXPRESS,,Active,FS,Eating & Drinking,12/07/2006 01:34:59 PM,+16170000000,"(42.336297, -71.070069)"
Durgin Park Restaurant,,Active,FS,Eating & Drinking,01/26/2007 05:44:42 PM,+16172272038,"(42.360036, -71.056253)"
La Saghita Cafe,,Active,FT,Eating & Drinking w/ Take Out,12/05/2014 08:40:54 AM,+16172301983,"(42.3657, -71.02905)"
Burger King,,Active,FT,Eating & Drinking w/ Take Out,09/23/2010 01:11:47 PM,+16172473763,"(42.37165, -71.042779)"
El Molino,,Active,FS,Eating & Drinking,12/05/2014 12:14:36 PM,+18572771087,"(42.35768, -71.05376)"
Barcelona Restaurant,,Active,FS,Eating & Drinking,02/27/2014 12:16:50 PM,+12032991415,"(42.344859, -71.070789)"
PREZZA,,Active,FS,Eating & Drinking,12/07/2006 01:35:14 PM,+16172271577,"(42.36467, -71.05276)"
JOE'S AMERICAN BAR & GRILL,,Active,FS,Eating & Drinking,04/05/2011 09:00:03 AM,+10000000000,"(42.35061, -71.07967)"
Caffe Lil Italy,,Active,FS,Eating & Drinking,01/21/2011 12:48:37 PM,+16172271303,"(42.36652, -71.05478)"
Cafe Med,,Active,FT,Eating & Drinking w/ Take Out,08/07/2014 02:41:08 PM,+16179676266,"(42.351109, -71.07458)"
Stop & Shop Supermarkt Co.,,Active,FT,Eating & Drinking w/ Take Out,12/08/2008 10:13:19 AM,+10000000000,"(42.333796, -71.104562)"
Dot Cafe,,Active,FS,Eating & Drinking,12/05/2014 09:23:52 AM,+18572773923,"(42.300947, -71.060149)"
Supreme Pizza,,Active,FT,Eating & Drinking w/ Take Out,11/20/2013 01:43:17 PM,+16172478252,"(42.34577, -71.08734)"
BurgerFi,,Active,FS,Eating & Drinking,06/19/2014 01:01:24 PM,+10000000000,"(42.27871, -71.1633)"
Pauli's,,Active,FT,Eating & Drinking w/ Take Out,10/07/2010 10:18:53 AM,+19783955716,"(42.36327, -71.0559)"
Su Su Gourmet,,Active,FS,Eating & Drinking,12/11/2014 09:18:44 AM,+16173387388,"(42.349248, -71.061208)"
Domino's Pizza,,Active,FT,Eating & Drinking w/ Take Out,01/10/2013 08:23:52 AM,+16172822424,"(42.267624, -71.093257)"
Domino's Pizza,,Active,FT,Eating & Drinking w/ Take Out,08/08/2012 09:22:58 AM,+16172682900,"(42.33403, -71.05504)"
Conte 1,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:12:31 AM,+16175523307,"(42.336249, -71.166434)"
Alumni 3,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 10:06:10 AM,+16175523307,"(42.336249, -71.166434)"
Conte 2,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:30:29 AM,+16175523307,"(42.336249, -71.166434)"
North End Zone (meatball OB),,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 10:35:12 AM,+16175523307,"(42.336249, -71.166434)"
Alumni 2,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:51:09 AM,+16175523307,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 2B,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 10:16:15 AM,+16175523307,"(42.336249, -71.166434)"
THE ELEPHANT WALK,,Active,FS,Eating & Drinking,10/30/2014 08:26:48 AM,+16172471500,"(42.341226, -71.07053)"
Conte 5,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:40:41 AM,+16175523307,"(42.336249, -71.166434)"
Conte 6,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:42:12 AM,+16175523307,"(42.336249, -71.166434)"
Conte 4th Fl W,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 10:31:49 AM,+16175523307,"(42.336249, -71.166434)"
Conte 7,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:43:47 AM,+16175523307,"(42.336249, -71.166434)"
Conte 8,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:45:22 AM,+16175523307,"(42.336249, -71.166434)"
Conte 3,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:36:45 AM,+16175523307,"(42.336249, -71.166434)"
Shabu Maru,,Active,FS,Eating & Drinking,04/24/2014 12:46:19 PM,+16172833838,"(42.348545, -71.077314)"
Alumni 5,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 10:11:42 AM,+16175523307,"(42.336249, -71.166434)"
Alumni 4,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 10:09:18 AM,+16175523307,"(42.336249, -71.166434)"
Conte 4,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:38:28 AM,+16175523307,"(42.336249, -71.166434)"
Alumni 1,,Active,FT,Eating & Drinking w/ Take Out,06/03/2010 09:48:17 AM,+16175523307,"(42.336249, -71.166434)"
ROMANO'S,,Active,FT,Eating & Drinking w/ Take Out,12/15/2014 08:14:25 AM,+16174351299,"(42.285686, -71.129179)"
